user_id,login_id,event_timestamp
95e6834d0a3d99e9ea8811855ae9229d,2058714,2020-01-10 21:03:26.89
130f1a8e9e102707f3f91b010f151b0b,2058725,2020-01-10 22:58:40.775
b166b57d195370cd41f80dd29ed523d9,2058706,2020-01-10 19:10:35.65
d6bcb486f72ae7b5dc68b5b7df7ec887,2058738,2020-01-10 23:48:46.04
d1e946f4e67db4b362ad23818a6fb78a,2058704,2020-01-10 19:09:15.331
c8fbbc86abe8bd6a5eb6a3b4d0411301,2058676,2020-01-10 14:08:52.297
d1a21da7bca4abff8b0b61b87597de73,2058679,2020-01-10 15:58:57.377
cd3afef9b8b89558cd56638c3631868a,2058751,2020-01-11 04:02:15.121
b166b57d195370cd41f80dd29ed523d9,2058758,2020-01-11 23:33:13.967
130f1a8e9e102707f3f91b010f151b0b,2058776,2020-01-13 17:52:45.713
40b5f25a228570053bc64a043c3f1833,2058797,2020-01-13 21:43:37.804
b5c01503041b70d41d80e3dbe31bbd8c,2058763,2020-01-13 02:19:05.435
130f1a8e9e102707f3f91b010f151b0b,2058812,2020-01-14 00:27:43.677
2b45c629e577731c4df84fc34f936a89,2058884,2020-01-14 21:51:38.306
ffedf5be3a86e2ee281d54cdc97bc1cf,2058852,2020-01-14 18:34:31.58
2b45c629e577731c4df84fc34f936a89,2058849,2020-01-14 18:28:48.986
b166b57d195370cd41f80dd29ed523d9,2058882,2020-01-14 21:22:48.65
130f1a8e9e102707f3f91b010f151b0b,2058813,2020-01-14 00:31:55.13
2b45c629e577731c4df84fc34f936a89,2058835,2020-01-14 18:06:08.657
130f1a8e9e102707f3f91b010f151b0b,2058814,2020-01-14 00:35:02.009
54ff9e9e3a2ec0300d4ce11261f5169f,2058895,2020-01-14 23:15:01.089
fd69dbe29f156a7ef876a40a94f65599,2059043,2020-01-15 23:31:35.8
c1e39d912d21c91dce811d6da9929ae8,2058926,2020-01-15 03:36:23.398
6c97cd07663b099253bc569fe8d342bb,2058979,2020-01-15 11:42:45.821
54ff9e9e3a2ec0300d4ce11261f5169f,2058906,2020-01-15 00:51:38.948
40b5f25a228570053bc64a043c3f1833,2059007,2020-01-15 18:52:00.562
f1e2b2c9255d552500a833ac828cd635,2058985,2020-01-15 12:03:56.256
f1e2b2c9255d552500a833ac828cd635,2058994,2020-01-15 16:34:50.377
d072677d210ac4c03ba046120f0802ec,2059050,2020-01-15 23:49:19.995
03255088ed63354a54e0e5ed957e9008,2059015,2020-01-15 21:37:00.665
c1e39d912d21c91dce811d6da9929ae8,2058921,2020-01-15 03:25:07.336
a501bebf79d570651ff601788ea9d16d,2058964,2020-01-15 10:37:03.292
a501bebf79d570651ff601788ea9d16d,2058968,2020-01-15 10:43:08.364
f1e2b2c9255d552500a833ac828cd635,2058990,2020-01-15 16:33:17.827
cd3afef9b8b89558cd56638c3631868a,2058971,2020-01-15 10:52:59.718
6211080fa89981f66b1a0c9d55c61d0f,2058911,2020-01-15 03:15:12.211
fd69dbe29f156a7ef876a40a94f65599,2059023,2020-01-15 21:46:28.973
f7e0b956540676a129760a3eae309294,2059179,2020-01-16 23:46:58.525
d072677d210ac4c03ba046120f0802ec,2059079,2020-01-16 03:01:39.245
be53d253d6bc3258a8160556dda3e9b2,2059072,2020-01-16 03:00:38.661
be53d253d6bc3258a8160556dda3e9b2,2059104,2020-01-16 21:43:16.29
be53d253d6bc3258a8160556dda3e9b2,2059127,2020-01-16 22:44:30.975
273448411df1962cba1db6c05b3213c9,2059131,2020-01-16 22:50:59.633
2b45c629e577731c4df84fc34f936a89,2059194,2020-01-16 23:59:20.369
be53d253d6bc3258a8160556dda3e9b2,2059056,2020-01-16 01:02:47.495
ef2a4be5473ab0b3cc286e67b1f59f44,2059177,2020-01-16 23:44:32.186
b166b57d195370cd41f80dd29ed523d9,2059092,2020-01-16 18:59:38.014
2e65f2f2fdaf6c699b223c61b1b5ab89,2059099,2020-01-16 20:15:12.361
d6288499d0083cc34e60a077b7c4b3e1,2059163,2020-01-16 23:22:33.78
d072677d210ac4c03ba046120f0802ec,2059075,2020-01-16 03:01:28.724
be53d253d6bc3258a8160556dda3e9b2,2059125,2020-01-16 22:40:35.634
d6288499d0083cc34e60a077b7c4b3e1,2059189,2020-01-16 23:48:36.58
619205da514e83f869515c782a328d3c,2059062,2020-01-16 01:56:51.847
d072677d210ac4c03ba046120f0802ec,2059077,2020-01-16 03:01:34.424
c8fbbc86abe8bd6a5eb6a3b4d0411301,2059091,2020-01-16 18:50:33.023
7e3b7a5bafcb0fa8e8dfe3ea6aca9186,2059185,2020-01-16 23:48:28.091
e4bb4c5173c2ce17fd8fcd40041c068f,2059290,2020-01-17 21:34:02.056
806fec5af7f5b48b8a31a003e171f3fb,2059296,2020-01-17 21:53:50.208
2b45c629e577731c4df84fc34f936a89,2059322,2020-01-17 23:21:11.801
2b45c629e577731c4df84fc34f936a89,2059198,2020-01-17 00:00:32.744
2b45c629e577731c4df84fc34f936a89,2059260,2020-01-17 20:33:05.803
2b45c629e577731c4df84fc34f936a89,2059274,2020-01-17 20:55:29.624
2b45c629e577731c4df84fc34f936a89,2059320,2020-01-17 23:13:18.01
2b45c629e577731c4df84fc34f936a89,2059321,2020-01-17 23:18:18.391
7b4773c039d539af17c883eb9283dd14,2059270,2020-01-17 20:55:27.183
a3eb043e7bf775de87763e9f8121c953,2059286,2020-01-17 21:17:42.897
2b45c629e577731c4df84fc34f936a89,2059324,2020-01-17 23:28:47.462
2b45c629e577731c4df84fc34f936a89,2059265,2020-01-17 20:52:39.229
53ed35c74a2ec275b837374f04396c03,2059266,2020-01-17 20:54:14.649
ce6c92303f38d297e263c7180f03d402,2059279,2020-01-17 20:57:31.374
95f8d9901ca8878e291552f001f67692,2059328,2020-01-17 23:37:41.736
2b45c629e577731c4df84fc34f936a89,2059224,2020-01-17 00:27:06.313
2b45c629e577731c4df84fc34f936a89,2059263,2020-01-17 20:34:24.307
2b45c629e577731c4df84fc34f936a89,2059268,2020-01-17 20:55:19.179
2b45c629e577731c4df84fc34f936a89,2059325,2020-01-17 23:30:59.11
b6cda17abb967ed28ec9610137aa45f7,2059308,2020-01-17 22:25:43.342
f7e0b956540676a129760a3eae309294,2059232,2020-01-17 14:04:15.431
2b45c629e577731c4df84fc34f936a89,2059257,2020-01-17 20:26:53.489
95f8d9901ca8878e291552f001f67692,2059294,2020-01-17 21:50:21.903
2b45c629e577731c4df84fc34f936a89,2059253,2020-01-17 19:05:34.726
2b45c629e577731c4df84fc34f936a89,2059326,2020-01-17 23:36:05.759
ffedf5be3a86e2ee281d54cdc97bc1cf,2059359,2020-01-18 01:06:26.041
ffedf5be3a86e2ee281d54cdc97bc1cf,2059402,2020-01-18 05:55:21.873
ffedf5be3a86e2ee281d54cdc97bc1cf,2059451,2020-01-18 19:33:38.338
7cc532d783a7461f227a5da8ea80bfe1,2059527,2020-01-18 23:16:34.464
2b45c629e577731c4df84fc34f936a89,2059336,2020-01-18 00:31:52.655
806fec5af7f5b48b8a31a003e171f3fb,2059337,2020-01-18 00:36:03.516
806fec5af7f5b48b8a31a003e171f3fb,2059345,2020-01-18 00:47:28.876
2b45c629e577731c4df84fc34f936a89,2059375,2020-01-18 01:51:07.593
2b45c629e577731c4df84fc34f936a89,2059378,2020-01-18 02:09:10.092
2b45c629e577731c4df84fc34f936a89,2059405,2020-01-18 06:15:59.288
2b45c629e577731c4df84fc34f936a89,2059413,2020-01-18 06:27:44.29
2b45c629e577731c4df84fc34f936a89,2059426,2020-01-18 15:43:09.567
2b45c629e577731c4df84fc34f936a89,2059430,2020-01-18 15:56:05.293
ffedf5be3a86e2ee281d54cdc97bc1cf,2059367,2020-01-18 01:40:31.757
ffedf5be3a86e2ee281d54cdc97bc1cf,2059370,2020-01-18 01:44:35.091
ffedf5be3a86e2ee281d54cdc97bc1cf,2059404,2020-01-18 06:01:42.177
ffedf5be3a86e2ee281d54cdc97bc1cf,2059408,2020-01-18 06:19:16.339
ffedf5be3a86e2ee281d54cdc97bc1cf,2059411,2020-01-18 06:22:36.628
ffedf5be3a86e2ee281d54cdc97bc1cf,2059423,2020-01-18 07:12:30.934
ffedf5be3a86e2ee281d54cdc97bc1cf,2059496,2020-01-18 21:29:57.764
2b45c629e577731c4df84fc34f936a89,2059342,2020-01-18 00:40:16.368
2b45c629e577731c4df84fc34f936a89,2059364,2020-01-18 01:36:35.026
2b45c629e577731c4df84fc34f936a89,2059369,2020-01-18 01:43:56.489
2b45c629e577731c4df84fc34f936a89,2059373,2020-01-18 01:46:50.437
2b45c629e577731c4df84fc34f936a89,2059403,2020-01-18 06:01:27.738
2b45c629e577731c4df84fc34f936a89,2059407,2020-01-18 06:18:55.903
2b45c629e577731c4df84fc34f936a89,2059414,2020-01-18 06:28:09.729
2b45c629e577731c4df84fc34f936a89,2059497,2020-01-18 21:30:11.689
ffedf5be3a86e2ee281d54cdc97bc1cf,2059415,2020-01-18 06:28:34.062
2b45c629e577731c4df84fc34f936a89,2059334,2020-01-18 00:26:52.081
2b45c629e577731c4df84fc34f936a89,2059396,2020-01-18 05:34:32.648
2b45c629e577731c4df84fc34f936a89,2059398,2020-01-18 05:41:27.961
2b45c629e577731c4df84fc34f936a89,2059401,2020-01-18 05:54:09.429
2b45c629e577731c4df84fc34f936a89,2059421,2020-01-18 07:11:15.938
2b45c629e577731c4df84fc34f936a89,2059450,2020-01-18 19:33:29.827
ffedf5be3a86e2ee281d54cdc97bc1cf,2059379,2020-01-18 02:09:18.308
2b45c629e577731c4df84fc34f936a89,2059331,2020-01-18 00:04:09.836
2b45c629e577731c4df84fc34f936a89,2059332,2020-01-18 00:07:07.401
2b45c629e577731c4df84fc34f936a89,2059340,2020-01-18 00:36:49.569
2b45c629e577731c4df84fc34f936a89,2059377,2020-01-18 02:06:40.816
2b45c629e577731c4df84fc34f936a89,2059453,2020-01-18 19:34:56.845
43e4e6a6f341e00671e123714de019a8,2059490,2020-01-18 21:25:50.487
ffedf5be3a86e2ee281d54cdc97bc1cf,2059397,2020-01-18 05:35:56.429
ffedf5be3a86e2ee281d54cdc97bc1cf,2059399,2020-01-18 05:42:56.187
ffedf5be3a86e2ee281d54cdc97bc1cf,2059406,2020-01-18 06:16:37.227
2b45c629e577731c4df84fc34f936a89,2059417,2020-01-18 06:33:49.174
2b45c629e577731c4df84fc34f936a89,2059449,2020-01-18 19:33:05.558
2b45c629e577731c4df84fc34f936a89,2059452,2020-01-18 19:33:52.162
2b45c629e577731c4df84fc34f936a89,2059495,2020-01-18 21:29:49.857
ffedf5be3a86e2ee281d54cdc97bc1cf,2059374,2020-01-18 01:48:16.859
46072631582fc240dd2674a7d063b040,2059436,2020-01-18 16:45:59.599
46072631582fc240dd2674a7d063b040,2059441,2020-01-18 16:49:00.257
806fec5af7f5b48b8a31a003e171f3fb,2059357,2020-01-18 00:49:15.351
2b45c629e577731c4df84fc34f936a89,2059381,2020-01-18 02:12:46.68
2b45c629e577731c4df84fc34f936a89,2059416,2020-01-18 06:28:55.545
2b45c629e577731c4df84fc34f936a89,2059433,2020-01-18 16:01:09.17
2b45c629e577731c4df84fc34f936a89,2059447,2020-01-18 19:26:08.221
2b45c629e577731c4df84fc34f936a89,2059468,2020-01-18 20:38:33.373
ffedf5be3a86e2ee281d54cdc97bc1cf,2059382,2020-01-18 02:13:19.048
ffedf5be3a86e2ee281d54cdc97bc1cf,2059428,2020-01-18 15:43:54.245
2b45c629e577731c4df84fc34f936a89,2059333,2020-01-18 00:18:02.537
2b45c629e577731c4df84fc34f936a89,2059410,2020-01-18 06:22:22.354
2b45c629e577731c4df84fc34f936a89,2059412,2020-01-18 06:22:52.055
2b45c629e577731c4df84fc34f936a89,2059419,2020-01-18 06:49:01.48
2b45c629e577731c4df84fc34f936a89,2059427,2020-01-18 15:43:33.131
2b45c629e577731c4df84fc34f936a89,2059335,2020-01-18 00:29:37.73
2b45c629e577731c4df84fc34f936a89,2059366,2020-01-18 01:40:12.595
806fec5af7f5b48b8a31a003e171f3fb,2059384,2020-01-18 02:15:53.286
2b45c629e577731c4df84fc34f936a89,2059409,2020-01-18 06:21:52.116
2b45c629e577731c4df84fc34f936a89,2059429,2020-01-18 15:44:08.947
2b45c629e577731c4df84fc34f936a89,2059494,2020-01-18 21:29:26.395
f52854cc99ae1c1966b0a21d0127975b,2059535,2020-01-19 03:31:09.618
7b4773c039d539af17c883eb9283dd14,2059543,2020-01-19 06:35:33.004
c8fbbc86abe8bd6a5eb6a3b4d0411301,2059592,2020-01-20 23:21:42.266
7b4773c039d539af17c883eb9283dd14,2059552,2020-01-20 18:25:36.334
e4bb4c5173c2ce17fd8fcd40041c068f,2059558,2020-01-20 20:53:50.358
2b45c629e577731c4df84fc34f936a89,2059725,2020-01-21 23:54:55.207
6150ccc6069bea6b5716254057a194ef,2059705,2020-01-21 23:12:10.047
95f8d9901ca8878e291552f001f67692,2059666,2020-01-21 15:10:29.788
0233f3bb964cf325a30f8b1c2ed2da93,2059702,2020-01-21 23:07:22.36
95f8d9901ca8878e291552f001f67692,2059682,2020-01-21 17:12:58.856
95f8d9901ca8878e291552f001f67692,2059686,2020-01-21 17:18:11.53
0233f3bb964cf325a30f8b1c2ed2da93,2059708,2020-01-21 23:13:22.102
0233f3bb964cf325a30f8b1c2ed2da93,2059710,2020-01-21 23:17:38.82
2b45c629e577731c4df84fc34f936a89,2059722,2020-01-21 23:44:48.629
dc58e3a306451c9d670adcd37004f48f,2059675,2020-01-21 16:06:10.672
dc58e3a306451c9d670adcd37004f48f,2059678,2020-01-21 16:09:48.449
95f8d9901ca8878e291552f001f67692,2059660,2020-01-21 00:53:19.493
ffedf5be3a86e2ee281d54cdc97bc1cf,2059717,2020-01-21 23:27:17.302
95f8d9901ca8878e291552f001f67692,2059696,2020-01-21 18:13:22.918
b0b79da57b95837f14be95aaa4d54cf8,2059750,2020-01-22 17:26:35.532
4ebd440d99504722d80de606ea8507da,2059780,2020-01-22 19:36:46.627
95f8d9901ca8878e291552f001f67692,2059741,2020-01-22 13:43:00.562
d69116f8b0140cdeb1f99a4d5096ffe4,2059775,2020-01-22 19:34:56.968
2b45c629e577731c4df84fc34f936a89,2059727,2020-01-22 00:02:36.276
95f8d9901ca8878e291552f001f67692,2059739,2020-01-22 11:39:03.942
c2aee86157b4a40b78132f1e71a9e6f1,2059810,2020-01-22 22:19:41.683
53ed35c74a2ec275b837374f04396c03,2059844,2020-01-23 21:12:16.493
95f8d9901ca8878e291552f001f67692,2059831,2020-01-23 06:19:37.501
95f8d9901ca8878e291552f001f67692,2059840,2020-01-23 16:25:18.929
b6cda17abb967ed28ec9610137aa45f7,2059853,2020-01-23 23:29:34.198
95f8d9901ca8878e291552f001f67692,2059830,2020-01-23 04:18:35.737
95f8d9901ca8878e291552f001f67692,2059836,2020-01-23 15:08:17.594
46072631582fc240dd2674a7d063b040,2059955,2020-01-24 21:28:16.912
2b45c629e577731c4df84fc34f936a89,2059927,2020-01-24 19:28:09.896
2b45c629e577731c4df84fc34f936a89,2059913,2020-01-24 19:25:27.889
2b45c629e577731c4df84fc34f936a89,2059920,2020-01-24 19:26:35.926
ffedf5be3a86e2ee281d54cdc97bc1cf,2059915,2020-01-24 19:25:33.242
46072631582fc240dd2674a7d063b040,2059956,2020-01-24 21:29:15.342
2b45c629e577731c4df84fc34f936a89,2059893,2020-01-24 17:58:28.424
2b45c629e577731c4df84fc34f936a89,2059918,2020-01-24 19:26:23.345
46072631582fc240dd2674a7d063b040,2059958,2020-01-24 22:04:04.894
2b45c629e577731c4df84fc34f936a89,2059909,2020-01-24 19:24:53.874
2b45c629e577731c4df84fc34f936a89,2059925,2020-01-24 19:27:33.001
46072631582fc240dd2674a7d063b040,2059957,2020-01-24 21:31:03.181
2b45c629e577731c4df84fc34f936a89,2059930,2020-01-24 19:28:22.683
95e6834d0a3d99e9ea8811855ae9229d,2059967,2020-01-24 23:05:15.907
95f8d9901ca8878e291552f001f67692,2059977,2020-01-24 23:38:15.391
ffedf5be3a86e2ee281d54cdc97bc1cf,2059929,2020-01-24 19:28:14.67
46072631582fc240dd2674a7d063b040,2059954,2020-01-24 21:26:21.954
2b45c629e577731c4df84fc34f936a89,2059926,2020-01-24 19:27:57.753
ffedf5be3a86e2ee281d54cdc97bc1cf,2059896,2020-01-24 18:18:50.668
ffedf5be3a86e2ee281d54cdc97bc1cf,2059922,2020-01-24 19:26:41.353
794288f252f45d35735a13853e605939,2059864,2020-01-24 00:35:00.098
f1e2b2c9255d552500a833ac828cd635,2060002,2020-01-27 18:22:18.191
466accbac9a66b805ba50e42ad715740,2060028,2020-01-27 20:35:00.228
d3b1fb02964aa64e257f9f26a31f72cf,2060009,2020-01-27 18:30:05.991
95f8d9901ca8878e291552f001f67692,2059980,2020-01-27 12:32:53.069
ab8aa05e782481f55fc1412a97e7ac34,2060038,2020-01-27 20:58:34.305
46072631582fc240dd2674a7d063b040,2059999,2020-01-27 18:21:50.616
95f8d9901ca8878e291552f001f67692,2059981,2020-01-27 13:03:18.643
95f8d9901ca8878e291552f001f67692,2060086,2020-01-28 17:05:18.492
d69116f8b0140cdeb1f99a4d5096ffe4,2060123,2020-01-28 23:48:50.196
466accbac9a66b805ba50e42ad715740,2060062,2020-01-28 02:54:18.589
123b7f02433572a0a560e620311a469c,2060125,2020-01-28 23:50:06.616
95e6834d0a3d99e9ea8811855ae9229d,2060182,2020-01-29 23:35:29.864
269d837afada308dd4aeab28ca2d57e4,2060143,2020-01-29 00:11:07.919
6ee69d3769e832ec77c9584e0b7ba112,2060137,2020-01-29 00:09:55.756
3baa271bc35fe054c86928f7016e8ae6,2060220,2020-01-30 02:04:38.867
ee8fe9093fbbb687bef15a38facc44d2,2060211,2020-01-30 01:59:51.746
ea159dc9788ffac311592613b7f71fbb,2060236,2020-01-30 17:40:58.153
46072631582fc240dd2674a7d063b040,2060255,2020-01-31 02:10:48.251
46072631582fc240dd2674a7d063b040,2060263,2020-01-31 02:51:08.865
130f1a8e9e102707f3f91b010f151b0b,2060284,2020-02-04 17:42:30.456
130f1a8e9e102707f3f91b010f151b0b,2060281,2020-02-04 17:39:12.382
99f59c0842e83c808dd1813b48a37c6a,2060311,2020-02-05 14:13:50.455
2b45c629e577731c4df84fc34f936a89,2060349,2020-02-05 21:40:18.838
ffedf5be3a86e2ee281d54cdc97bc1cf,2060356,2020-02-05 21:42:42.733
ffedf5be3a86e2ee281d54cdc97bc1cf,2060361,2020-02-05 21:44:10.212
2b45c629e577731c4df84fc34f936a89,2060344,2020-02-05 21:36:55.346
999600eb275cc7196161261972daa59b,2060392,2020-02-06 21:52:52.153
102f0bb6efb3a6128a3c750dd16729be,2060401,2020-02-06 22:22:15.957
52cf49fea5ff66588408852f65cf8272,2060430,2020-02-06 23:52:10.78
102f0bb6efb3a6128a3c750dd16729be,2060442,2020-02-06 23:59:03.631
99f59c0842e83c808dd1813b48a37c6a,2060371,2020-02-06 02:01:47.857
063e26c670d07bb7c4d30e6fc69fe056,2060386,2020-02-06 21:51:37.313
130f1a8e9e102707f3f91b010f151b0b,2060397,2020-02-06 21:56:01.332
130f1a8e9e102707f3f91b010f151b0b,2060399,2020-02-06 22:14:13.152
d0921d442ee91b896ad95059d13df618,2060435,2020-02-06 23:57:22.854
565030e1fce4e481f9823a7de3b8a047,2060549,2020-02-07 17:20:00.954
03cf87174debaccd689c90c34577b82f,2060624,2020-02-07 21:31:30.911
b090409688550f3cc93f4ed88ec6cafb,2060496,2020-02-07 07:40:59.921
565030e1fce4e481f9823a7de3b8a047,2060541,2020-02-07 17:17:14.512
ab8aa05e782481f55fc1412a97e7ac34,2060635,2020-02-07 22:08:33.661
999600eb275cc7196161261972daa59b,2060572,2020-02-07 19:41:51.606
bc7f621451b4f5df308a8e098112185d,2060592,2020-02-07 19:46:21.384
b090409688550f3cc93f4ed88ec6cafb,2060499,2020-02-07 07:55:06.698
95e6834d0a3d99e9ea8811855ae9229d,2060550,2020-02-07 17:21:01.668
878d5691c824ee2aaf770f7d36c151d6,2060532,2020-02-07 17:09:14.105
b090409688550f3cc93f4ed88ec6cafb,2060465,2020-02-07 07:14:06.445
03255088ed63354a54e0e5ed957e9008,2060563,2020-02-07 19:35:47.193
03255088ed63354a54e0e5ed957e9008,2060567,2020-02-07 19:38:52.338
b090409688550f3cc93f4ed88ec6cafb,2060650,2020-02-08 00:01:29.603
959ef477884b6ac2241b19ee4fb776ae,2060665,2020-02-09 15:54:19.082
ffedf5be3a86e2ee281d54cdc97bc1cf,2060732,2020-02-10 18:56:49.101
2b45c629e577731c4df84fc34f936a89,2060756,2020-02-10 20:37:40.541
2b45c629e577731c4df84fc34f936a89,2060764,2020-02-10 21:12:58.5
2b45c629e577731c4df84fc34f936a89,2060768,2020-02-10 21:46:25.502
2b45c629e577731c4df84fc34f936a89,2060778,2020-02-10 22:02:10.291
2b45c629e577731c4df84fc34f936a89,2060779,2020-02-10 22:02:59.382
2b45c629e577731c4df84fc34f936a89,2060780,2020-02-10 22:10:34.82
130f1a8e9e102707f3f91b010f151b0b,2060729,2020-02-10 18:51:32.137
2b45c629e577731c4df84fc34f936a89,2060747,2020-02-10 20:16:18.692
2b45c629e577731c4df84fc34f936a89,2060750,2020-02-10 20:18:42.483
2b45c629e577731c4df84fc34f936a89,2060753,2020-02-10 20:28:02.348
2b45c629e577731c4df84fc34f936a89,2060770,2020-02-10 21:55:36.321
26751be1181460baf78db8d5eb7aad39,2060694,2020-02-10 15:39:22.208
ce6c92303f38d297e263c7180f03d402,2060782,2020-02-10 23:27:25.237
2b45c629e577731c4df84fc34f936a89,2060746,2020-02-10 19:58:48.567
2b45c629e577731c4df84fc34f936a89,2060751,2020-02-10 20:19:48.334
2b45c629e577731c4df84fc34f936a89,2060776,2020-02-10 21:58:26.268
2b45c629e577731c4df84fc34f936a89,2060743,2020-02-10 19:53:46.455
ffedf5be3a86e2ee281d54cdc97bc1cf,2060736,2020-02-10 19:00:23.932
bd7db7397f7d83052f829816ecc7f004,2060723,2020-02-10 17:32:15.541
2b45c629e577731c4df84fc34f936a89,2060735,2020-02-10 19:00:12.194
2b45c629e577731c4df84fc34f936a89,2060758,2020-02-10 20:40:43.155
2b45c629e577731c4df84fc34f936a89,2060760,2020-02-10 20:47:53.57
8208974663db80265e9bfe7b222dcb18,2060772,2020-02-10 21:56:06.037
bd7db7397f7d83052f829816ecc7f004,2060784,2020-02-10 23:29:58.964
2b45c629e577731c4df84fc34f936a89,2060754,2020-02-10 20:29:06.803
2b45c629e577731c4df84fc34f936a89,2060755,2020-02-10 20:30:32.671
2b45c629e577731c4df84fc34f936a89,2060765,2020-02-10 21:16:22.313
2b45c629e577731c4df84fc34f936a89,2060769,2020-02-10 21:51:22.73
2b45c629e577731c4df84fc34f936a89,2060730,2020-02-10 18:56:39.689
2b45c629e577731c4df84fc34f936a89,2060752,2020-02-10 20:26:56.886
2b45c629e577731c4df84fc34f936a89,2060757,2020-02-10 20:39:25.019
2b45c629e577731c4df84fc34f936a89,2060766,2020-02-10 21:19:53.232
2b45c629e577731c4df84fc34f936a89,2060767,2020-02-10 21:39:13.815
2b45c629e577731c4df84fc34f936a89,2060777,2020-02-10 21:59:55.085
2b45c629e577731c4df84fc34f936a89,2060789,2020-02-11 17:07:56.161
2b45c629e577731c4df84fc34f936a89,2060798,2020-02-11 18:34:20.026
2b45c629e577731c4df84fc34f936a89,2060825,2020-02-11 21:09:41.874
97416ac0f58056947e2eb5d5d253d4f2,2060886,2020-02-11 23:19:06.488
ffedf5be3a86e2ee281d54cdc97bc1cf,2060848,2020-02-11 21:33:19.935
2b45c629e577731c4df84fc34f936a89,2060800,2020-02-11 18:37:40.477
2b45c629e577731c4df84fc34f936a89,2060805,2020-02-11 18:52:13.237
2b45c629e577731c4df84fc34f936a89,2060824,2020-02-11 21:02:44.743
2b45c629e577731c4df84fc34f936a89,2060827,2020-02-11 21:15:57.856
2b45c629e577731c4df84fc34f936a89,2060829,2020-02-11 21:22:37.645
2b45c629e577731c4df84fc34f936a89,2060830,2020-02-11 21:25:01.897
2b45c629e577731c4df84fc34f936a89,2060833,2020-02-11 21:27:37.228
2b45c629e577731c4df84fc34f936a89,2060875,2020-02-11 23:04:50.088
2b45c629e577731c4df84fc34f936a89,2060898,2020-02-11 23:43:49.653
ffedf5be3a86e2ee281d54cdc97bc1cf,2060880,2020-02-11 23:10:35.143
2b45c629e577731c4df84fc34f936a89,2060828,2020-02-11 21:19:20.305
2b45c629e577731c4df84fc34f936a89,2060878,2020-02-11 23:10:17.589
7cac11e2f46ed46c339ec3d569853759,2060902,2020-02-11 23:54:37.073
ffedf5be3a86e2ee281d54cdc97bc1cf,2060900,2020-02-11 23:44:07.513
b53477c2821c1bf0da5d40e57b870d35,2060858,2020-02-11 22:26:36.688
130f1a8e9e102707f3f91b010f151b0b,2060796,2020-02-11 18:12:39.107
2b45c629e577731c4df84fc34f936a89,2060813,2020-02-11 20:16:38.726
